round,node_id,stake,reputation,train_acc,train_loss,val_acc,val_loss,reward,stake_penalty,rep_penalty,is_committee,is_malicious,detected
1,0,100.0,55.23513403671703,0.9826768781911014,0.04910879209637642,0.9447,0.1977421224117279,0.0,0.0,0.0,0,0,0
1,1,80.0,25.0,0.9823393908369593,0.07087845355272293,0.1115,24.48592872619629,0.0,0.8,0.5,0,1,1
1,2,100.0,54.48183078181207,0.9731081926203877,0.08676828444004059,0.5959,2.154044342041016,0.0,0.0,0.0,0,0,0
1,3,100.0,54.75168877528697,0.9586273252084669,0.11128745973110199,0.7159,1.5107877016067506,0.0,0.0,0.0,0,0,0
1,4,100.0,54.81160557964885,0.9759112519809826,0.0692891925573349,0.7432,1.3243265390396117,0.0,0.0,0.0,0,0,0
1,5,100.0,54.93247276026488,0.9918918918918919,0.030281206592917442,0.7991,1.3040394544601441,0.0,0.0,0.0,0,0,0
1,6,100.0,54.41397426197062,0.7743888242142025,1.2944610118865967,0.5664,2.682926607131958,0.0,0.0,0.0,0,0,0
1,7,100.0,54.75212979593543,0.8791454081632653,0.41980060935020447,0.7161,1.8701889991760254,0.0,0.0,0.0,0,0,0
1,8,100.0,55.018884385536964,0.9909392932648746,0.03185437247157097,0.8398,0.5243489146232605,0.0,0.0,0.0,0,0,0
1,9,100.0,54.69788106686801,0.9523141654978962,0.17813009023666382,0.6916,1.1730453491210937,0.0,0.0,0.0,0,0,0
1,10,100.0,55.0883489846808,0.9923752310536045,0.02813805267214775,0.873,0.41361618638038633,0.0,0.0,0.0,0,0,0
1,11,100.0,54.63376878568838,0.986013986013986,0.04478266462683678,0.6629,2.4643767356872557,0.0,0.0,0.0,0,0,0
1,12,100.0,54.70565831744143,0.9939527212754261,0.019812773913145065,0.6951,1.1773964405059814,0.0,0.0,0.0,0,0,0
1,13,100.0,54.862286341309456,0.9719934102141681,0.08354645222425461,0.7665,0.9456645607948303,0.0,0.0,0.0,0,0,0
1,14,100.0,54.91446960925628,0.9812533476164971,0.06238638982176781,0.7907,0.7026530146598816,0.0,0.0,0.0,0,0,0
1,15,80.0,25.0,0.968141592920354,0.10649722069501877,0.0854,25.211201477050782,0.0,0.8,0.5,0,1,1
1,16,100.0,54.70810071996212,0.9670280036133695,0.1072644591331482,0.6962,1.2529468774795531,0.0,0.0,0.0,0,0,0
1,17,100.0,54.687423084182434,0.9635714285714285,0.1404431313276291,0.6869,1.0408385515213012,0.0,0.0,0.0,0,0,0
1,18,100.0,54.88110029720832,0.9868421052631579,0.04832695424556732,0.7752,0.7881563663482666,0.0,0.0,0.0,0,0,0
1,19,100.0,54.7256151380892,0.901863354037267,0.30531272292137146,0.7041,1.2351791620254517,0.0,0.0,0.0,0,0,0
2,0,100.0,59.89307815815299,0.9947118891320205,0.022088121622800827,0.9496,0.17954214215278624,0.0,0.0,0.0,0,0,0
2,1,64.0,12.5,0.9948809828512926,0.022733746096491814,0.0738,25.500690841674803,0.0,0.8,0.5,0,1,1
2,2,100.0,58.47786935691573,0.9687304565353346,0.0938795730471611,0.6011,2.067966175079346,0.0,0.0,0.0,1,0,0
2,3,100.0,59.06648081553209,0.9833226427196922,0.04728330299258232,0.7583,1.1854564666748046,0.0,0.0,0.0,0,0,0
2,4,100.0,59.07962175657404,0.9873217115689382,0.04138938710093498,0.7401,1.418027663230896,0.0,0.0,0.0,0,0,0
2,5,100.0,59.025853136439025,0.8439803439803439,0.492684006690979,0.6677,2.1331318616867065,0.0,0.0,0.0,0,0,0
2,6,100.0,58.99352291109284,0.9939464493597207,0.025027362629771233,0.8638,0.4775693118572235,0.0,0.0,0.0,0,0,0
2,7,100.0,59.10778756568927,0.9885204081632653,0.040918927639722824,0.7772,1.4682940721511841,0.0,0.0,0.0,0,0,0
2,8,100.0,59.297198408624595,0.9380851706433102,0.20213165879249573,0.7561,0.9053654909133911,0.0,0.0,0.0,0,0,0
2,9,100.0,58.918744190934575,0.9544179523141655,0.1253660023212433,0.7125,0.9514378070831299,0.0,0.0,0.0,0,0,0
2,10,100.0,59.632138071210896,0.9958410351201479,0.01886012777686119,0.8851,0.3873855292797089,0.0,0.0,0.0,1,0,0
2,11,100.0,58.8019097979292,0.9885114885114885,0.04493783041834831,0.6853,2.0685508012771607,0.0,0.0,0.0,0,0,0
2,12,100.0,58.92692335994688,0.9942275975810885,0.017514189705252647,0.7131,1.0553496122360229,0.0,0.0,0.0,0,0,0
2,13,100.0,59.214577029239756,0.9897858319604613,0.03667871654033661,0.7817,0.7838844060897827,0.0,0.0,0.0,0,0,0
2,14,100.0,59.35773165009884,0.9925013390465989,0.02964075841009617,0.8272,0.5945775151252747,0.0,0.0,0.0,0,0,0
2,15,64.0,12.5,0.984070796460177,0.05789010971784592,0.0829,25.27294006347656,0.0,0.8,0.5,0,1,1
2,16,100.0,58.972631530899996,0.9516711833785004,0.14664077758789062,0.7329,1.3802329778671265,0.0,0.0,0.0,1,0,0
2,17,100.0,58.75498396979177,0.9678571428571429,0.13436344265937805,0.6433,1.1187567949295043,0.0,0.0,0.0,0,0,0
