round,node_id,train_acc,train_loss,val_acc,val_loss,is_malicious,detected
1,0,0.912290299051787,0.30901588327330504,0.8709,0.4346198295122242,0,0
1,1,0.9454824673662656,0.20440182094220663,0.0005,8.30581546663575,1,1
1,2,0.9474671669793621,0.20463668146341135,0.5065,2.076066257121971,0,0
1,3,0.9230275817831943,0.2935388430300053,0.7006,1.7321295175574676,0,0
1,4,0.9603803486529319,0.1647659967960853,0.6631,1.5456091324427745,0,0
1,5,0.9452088452088452,0.2039086204987392,0.679,1.5001761894068353,0,0
1,6,0.9513387660069849,0.19459728925780836,0.7236,1.1124198538448467,0,0
1,7,0.9403698979591837,0.2340547277542675,0.05,8.674312790462851,1,1
1,8,0.9244941105406221,0.28715616640809927,0.0004,8.61966821812488,1,1
1,9,0.9081346423562412,0.3449616411131459,0.5826,1.2520629865175201,0,0
1,10,0.9179759704251387,0.2985738569269254,0.735,0.9838652759724302,0,0
1,11,0.9445554445554446,0.22695702668947645,0.0831,7.391821603322384,1,1
1,12,0.9741616272677295,0.10184131041452024,0.0432,6.48057757187468,1,1
1,13,0.9403624382207578,0.23799224783502756,0.7002,1.3250730081140507,0,0
1,14,0.9434922335297269,0.23027957531452356,0.6732,1.2780776032329357,0,0
1,15,0.9415929203539823,0.22149091440292396,0.5903,1.2307053856281,0,0
1,16,0.924119241192412,0.3000677642673438,0.6405,1.8249063857004437,0,0
1,17,0.9328571428571428,0.2471757207338635,0.0117,6.101707365541358,1,1
1,18,0.9366776315789473,0.22735205059011016,0.6373,1.263348003695365,0,0
1,19,0.9093167701863354,0.4134981334709716,0.5829,1.6043657119104235,0,0
2,0,0.9130196936542669,0.3061498532293049,0.8619,0.4593554437146758,0,0
2,1,0.9355003839262862,0.21417010133339814,0.0008,8.37886091341927,1,1
2,2,0.9480925578486554,0.2055159184232345,0.5105,2.101776523450683,0,0
2,3,0.9271969211032713,0.2918805132997941,0.7024,1.7261053370383088,0,0
2,4,0.958161648177496,0.16571403188205494,0.6563,1.5871711139737452,0,0
2,5,0.9452088452088452,0.20593902307697387,0.6834,1.5001345030901034,0,0
2,6,0.9518044237485448,0.19516561214046635,0.7135,1.17007309446509,0,0
2,7,0.9378188775510204,0.23260201666106614,0.0582,8.64183570237407,1,1
2,8,0.9244941105406221,0.2867756318015867,0.0004,8.67046174096406,1,1
2,9,0.9025245441795231,0.3447498233644587,0.5508,1.2990337868458255,0,0
2,10,0.9207486136783734,0.29779834141791495,0.7463,0.9318097620716512,0,0
2,11,0.9435564435564435,0.22996303832247847,0.0685,7.39729504544326,1,1
2,12,0.9741616272677295,0.10226203519022753,0.0336,6.542426159347914,1,1
2,13,0.9390444810543658,0.23781282784745772,0.7019,1.3085049516310747,0,0
2,14,0.9421531869309052,0.23202812751809537,0.672,1.3072532240029766,0,0
2,15,0.9398230088495575,0.21815891090202097,0.571,1.2740006452623314,0,0
2,16,0.9218608852755195,0.29901280834916977,0.6376,1.8005814084598613,0,0
2,17,0.9321428571428572,0.24356586402645355,0.0133,6.15137603669176,1,1
2,18,0.9377741228070176,0.22484232191031975,0.6413,1.2420978811076133,0,0
2,19,0.8981366459627329,0.4114812560954065,0.5779,1.6950327114097405,0,0
3,0,0.9130196936542669,0.3050155015174127,0.8618,0.4545782216024953,0,0
