round,node_id,stake,reputation,train_acc,train_loss,val_acc,val_loss,reward,stake_penalty,rep_penalty,is_committee,is_malicious,detected
1,0,100.0,54.576534602958965,0.9898119122257053,0.031607773154973984,0.6375,2.446986532211304,0.0,0.0,0.0,0,0,0
1,1,80.0,25.0,0.9910581222056631,0.03190234303474426,0.2445,20.851688385009766,0.0,0.8,0.5,0,1,1
1,2,100.0,53.76146827218886,0.9910313901345291,0.024436913430690765,0.2928,6.999935436248779,0.0,0.0,0.0,0,0,0
1,3,100.0,54.38088016214595,0.995920745920746,0.027199961245059967,0.5521,3.909126853942871,0.0,0.0,0.0,0,0,0
1,4,100.0,54.23453984583817,0.9920734251147267,0.02508474327623844,0.4895,4.359600162506103,0.0,0.0,0.0,0,0,0
1,5,100.0,54.609488832520746,0.9848986049187402,0.04453863576054573,0.6521,2.535557746887207,0.0,0.0,0.0,0,0,0
1,6,100.0,53.287437762561225,0.6176142697881828,2.2423970699310303,0.1012,6.490134334564209,0.0,0.0,0.0,0,0,0
1,7,80.0,25.0,0.9917892576120424,0.023434612900018692,0.124,24.19387321472168,0.0,0.8,0.5,0,1,1
1,8,80.0,25.0,0.978905735003296,0.07748546451330185,0.4156,16.050976371765138,0.0,0.8,0.5,0,1,1
1,9,100.0,54.78336448599275,0.9952737298148877,0.025228310376405716,0.7303,1.5593239068984985,0.0,0.0,0.0,0,0,0
1,10,100.0,54.59709218483558,0.9982668977469671,0.00903882272541523,0.6466,3.638967418670654,0.0,0.0,0.0,0,0,0
1,11,80.0,25.0,0.9918828304217399,0.02516806870698929,0.2363,21.06820297241211,0.0,0.8,0.5,0,1,1
1,12,80.0,25.0,0.7380952380952381,0.7391665577888489,0.1148,24.426206970214842,0.0,0.8,0.5,0,1,1
1,13,100.0,53.837397634175346,0.9932301740812379,0.03241894394159317,0.3239,3.7149723529815675,0.0,0.0,0.0,0,0,0
1,14,100.0,54.62343750239728,0.9922982131854591,0.031348515301942825,0.6583,2.5546929836273193,0.0,0.0,0.0,0,0,0
1,15,100.0,54.00445966430313,0.9531024531024531,0.12187324464321136,0.3929,3.854605197906494,0.0,0.0,0.0,0,0,0
1,16,100.0,53.844702550042896,0.934322033898305,0.25736257433891296,0.3269,3.2243865966796874,0.0,0.0,0.0,0,0,0
1,17,80.0,25.0,0.9847457627118644,0.06498920917510986,0.3394,18.213051986694335,0.0,0.8,0.5,0,1,1
1,18,100.0,54.03545717896371,0.8998009289980093,0.3375958800315857,0.4058,4.335189914703369,0.0,0.0,0.0,0,0,0
1,19,100.0,54.57540338564453,0.9917982048901269,0.028490761294960976,0.637,1.8468250274658202,0.0,0.0,0.0,0,0,0
2,0,100.0,58.73830712434251,0.9968652037617555,0.01362582016736269,0.6794,2.258604335784912,0.0,0.0,0.0,0,0,0
2,1,64.0,12.5,0.9899403874813711,0.037738412618637085,0.2649,20.28203887939453,0.0,0.8,0.5,0,1,1
