round,node_id,stake,reputation,train_acc,train_loss,val_acc,val_loss,reward,stake_penalty,rep_penalty,is_committee,is_malicious,detected
5,2,0.0,42.479020649784985,0.9697386519944979,0.0866813063621521,0.625,2.1954980373382567,10.433433726707566,0.0,0.0,0,0,0
5,3,0.0,16.372515004258915,0.9920892494929006,0.026329513639211655,0.8143,0.8648529410362243,12.32822464890416,0.0,0.0,0,0,0
5,4,0.0,44.21665021626257,0.9892311545204108,0.04034484922885895,0.8536,0.871478819847107,30.603999926463995,0.0,0.0,0,0,0
5,5,0.0,43.487610869762676,0.9690939881456393,0.10606230050325394,0.7706,0.7814146161079407,11.854844079740454,0.0,0.0,1,0,0
5,6,0.0,42.96643238657659,0.9946918993768752,0.026313401758670807,0.6803,1.5356793642044066,10.812680915428707,0.0,0.0,0,0,0
5,7,0.0,9.306331043621231,0.9604072398190046,0.1302744299173355,0.2939,1.9087086915969849,0.0,0.8,0.5,0,1,1
5,8,0.0,8.856389722409896,0.9928124275446325,0.029067840427160263,0.1191,2.0955764770507814,0.0,0.8,0.5,1,1,1
5,9,0.0,43.744095918477534,0.9910858995137763,0.029546337202191353,0.7559,1.7948029518127442,12.206445260982855,0.0,0.0,0,0,0
5,10,0.0,41.812488934552455,0.9209508015478165,0.20636053383350372,0.5652,2.3556321620941163,9.35831699433423,0.0,0.0,0,0,0
5,11,0.0,9.044286460181851,0.992016482101468,0.02951420657336712,0.1201,2.159619617462158,0.0,0.8,0.5,0,1,1
5,12,0.0,9.227552286431976,0.96931877275091,0.09142909944057465,0.558,1.819205927848816,0.0,0.8,0.5,0,1,1
5,13,0.0,43.08931325396122,0.9901701323251417,0.037092920392751694,0.6748,1.352705192565918,11.340064861775131,0.0,0.0,0,0,0
5,14,0.0,43.186072761869596,0.9814090019569471,0.07908324152231216,0.6903,1.828014039993286,11.356215981928036,0.0,0.0,1,0,0
5,15,0.0,42.58492639513393,0.9710144927536232,0.09379628300666809,0.6142,2.147645854949951,27.811155710485266,0.0,0.0,0,0,0
5,16,0.0,43.35452984275277,0.9889374090247453,0.04053904488682747,0.7125,1.411943006515503,11.762248236644352,0.0,0.0,0,0,0
5,17,0.0,9.358641309662485,0.9899298138541349,0.0265786312520504,0.2221,2.0597447395324706,0.0,0.8,0.5,0,1,1
5,18,0.0,43.915939658228446,0.9890862944162436,0.0390743613243103,0.7945,1.5100481271743775,12.531555381519937,0.0,0.0,0,0,0
5,19,0.0,41.72261859311101,0.967670830271859,0.10379073023796082,0.6153,1.5487495183944702,9.234330115241612,0.0,0.0,0,0,0
6,0,0.0,50.02176951927943,0.9943368107302534,0.024943256750702858,0.7767,0.7993461608886718,15.902046665551703,0.0,0.0,0,0,0
6,1,0.0,18.00527732895953,0.12483574244415244,11.221393585205078,0.247,2.1994725704193114,4.152030246429484,0.0,0.0,0,1,0
6,2,0.0,48.90903468088979,0.9876203576341128,0.04197612404823303,0.6755,1.688073182106018,13.847681425600552,0.0,0.0,0,0,0
