round,node_id,stake,reputation,train_acc,train_loss,val_acc,val_loss,reward,stake_penalty,rep_penalty,is_committee,is_malicious,detected
1,0,0.0,11.018451890829073,0.9901898059287695,0.03014249913394451,0.8561,0.5163243293762207,0.0,0.0,0.0,0,0,0
1,1,0.0,9.244804106467331,0.4830805134189031,1.1660054922103882,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,2,0.0,9.516402031958705,0.9411123227917121,0.22969183325767517,0.2073,2.821999216079712,0.0,0.0,0.0,0,0,0
1,3,0.0,10.800931686204514,0.9739258171134778,0.0680403932929039,0.7542,1.8263470649719238,0.0,0.0,0.0,0,0,0
1,4,0.0,10.620179762214867,0.9951483485724949,0.017523009330034256,0.6723,2.2268729209899902,0.0,0.0,0.0,0,0,0
1,5,0.0,10.764051586490416,0.9697766097240473,0.10328728705644608,0.7373,1.2263862133026122,0.0,0.0,0.0,0,0,0
1,6,0.0,10.303456640032026,0.9496124031007752,0.19020797312259674,0.5337,3.088133192062378,0.0,0.0,0.0,0,0,0
1,7,0.0,9.244804106467331,0.9966733200266135,0.018738746643066406,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,8,0.0,9.244804106467331,0.9856353591160221,0.0508292131125927,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,9,0.0,10.595299002663808,0.995475113122172,0.014508808963000774,0.6612,1.9178797721862793,0.0,0.0,0.0,0,0,0
1,10,0.0,10.740806929757262,0.977784730913642,0.057462435215711594,0.7267,1.7421021699905395,0.0,0.0,0.0,0,0,0
1,11,0.0,9.244804106467331,0.9939800879833295,0.02664065919816494,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,12,0.0,9.244804106467331,0.946078431372549,0.15763363242149353,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,13,0.0,10.526935064433612,0.9848326359832636,0.04712052270770073,0.6309,1.6351022005081177,0.0,0.0,0.0,0,0,0
1,14,0.0,10.365450875107108,0.9515981735159817,0.14902131259441376,0.5604,2.9175928592681886,0.0,0.0,0.0,0,0,0
1,15,0.0,10.008960383518023,0.970880211780278,0.09586140513420105,0.4092,2.886050081253052,0.0,0.0,0.0,0,0,0
1,16,0.0,10.478723649880482,0.9167523124357657,0.2708594799041748,0.6097,1.8890624284744262,0.0,0.0,0.0,0,0,0
1,17,0.0,9.244804106467331,0.9910034602076124,0.03471125662326813,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
1,18,0.0,10.810714232010682,0.9931185486393493,0.023790093138813972,0.7587,1.893345332145691,0.0,0.0,0.0,0,0,0
1,19,0.0,10.012557138337836,0.9736012608353034,0.1306571364402771,0.4107,2.105260944366455,0.0,0.0,0.0,0,0,0
2,0,0.0,20.827427623686276,0.9948816378758797,0.023466184735298157,0.9032,0.3153084695339203,0.0,0.0,0.0,0,0,0
2,1,0.0,17.39292066697138,0.9842473745624271,0.04871625825762749,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
2,2,0.0,18.352970254738416,0.9923664122137404,0.025883540511131287,0.3911,3.1726513862609864,0.0,0.0,0.0,0,0,0
2,3,0.0,20.311213784912788,0.9838413514506059,0.06001582741737366,0.7499,1.6641542196273804,0.0,0.0,0.0,0,0,0
2,4,0.0,20.01866931282683,0.9925359208807614,0.01955018937587738,0.6894,2.2088757038116453,0.0,0.0,0.0,0,0,0
2,5,0.0,20.14458393321203,0.9684625492772667,0.11452080309391022,0.689,1.3646989107131957,0.0,0.0,0.0,0,0,0
2,6,0.0,19.41789835617577,0.9635658914728682,0.11421747505664825,0.548,3.3188358306884767,0.0,0.0,0.0,0,0,0
2,7,0.0,17.39292066697138,0.9930139720558883,0.024689801037311554,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
2,8,0.0,17.39292066697138,0.9839779005524862,0.05413753166794777,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
2,9,0.0,19.977577946806846,0.9930795847750865,0.025611525401473045,0.6808,1.916399884223938,0.0,0.0,0.0,0,0,0
2,10,0.0,20.250371919987124,0.9909261576971214,0.03473794087767601,0.7463,1.6524120807647704,0.0,0.0,0.0,0,0,0
2,11,0.0,17.39292066697138,0.9918962722852512,0.030740896239876747,0.098,2.3025853633880615,0.0,0.0,0.0,1,1,0
2,12,0.0,17.39292066697138,0.9909502262443439,0.037184424698352814,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
2,13,0.0,19.727161149570406,0.9764644351464435,0.06678749620914459,0.5967,1.8721190452575684,0.0,0.0,0.0,0,0,0
2,14,0.0,19.604959950943837,0.9579908675799087,0.12477550655603409,0.6055,2.621693658828735,0.0,0.0,0.0,0,0,0
2,15,0.0,18.519046363012034,0.914626075446724,0.30619534850120544,0.2808,3.524830865859985,0.0,0.0,0.0,0,0,0
2,16,0.0,19.74557367380234,0.9671120246659815,0.13281825184822083,0.6234,1.9583614349365235,0.0,0.0,0.0,0,0,0
2,17,0.0,17.39292066697138,0.9882352941176471,0.04495815932750702,0.098,2.3025853633880615,0.0,0.0,0.0,0,1,0
2,18,0.0,20.357415624408766,0.9953081013450109,0.01769743300974369,0.7672,1.8165030002593994,0.0,0.0,0.0,1,0,0
2,19,0.0,19.045155320937177,0.9881796690307328,0.034235499799251556,0.4982,2.1996932506561278,0.0,0.0,0.0,1,0,0
3,0,0.0,29.394698786202547,0.9925357219023246,0.027004627510905266,0.8588,0.4922648310661316,7.499006678151249,0.0,0.0,0,0,0
3,1,0.0,24.586035587965874,0.9859976662777129,0.04465264827013016,0.098,2.3025853633880615,0.854633274000176,0.0,0.0,0,1,0
3,2,0.0,26.18619610151375,0.9890948745910578,0.030100025236606598,0.4047,3.082006645202637,1.8090410613544827,0.0,0.0,0,0,0
3,3,0.0,28.71055165501286,0.9827396254131473,0.05549020692706108,0.7516,1.7453783750534058,6.602829659508691,0.0,0.0,0,0,0
3,4,0.0,28.283238571891648,0.9929091248367232,0.02016165852546692,0.6749,2.1119279623031617,5.883160997218399,0.0,0.0,0,0,0
3,5,0.0,28.52491050902013,0.9750328515111695,0.08236002922058105,0.7339,1.2900648593902588,6.4542803722432245,0.0,0.0,0,0,0
3,6,0.0,27.440345377493582,0.9689922480620154,0.10668327659368515,0.5378,3.5852099895477294,4.666607355858472,0.0,0.0,0,0,0
