round,node_id,train_acc,train_loss,val_acc,val_loss,is_malicious,detected
1,0,0.9159372720641867,0.3087964401525031,0.8698,0.4343742937212188,0,0
1,1,0.9449705656513949,0.20462335885464594,0.098,2.3025850929840455,1,0
1,2,0.9487179487179487,0.2066969243024733,0.508,2.107299615438559,0,0
1,3,0.9236690186016677,0.2936464875629958,0.6982,1.7661722293854976,0,0
1,4,0.9587955625990491,0.166003597198619,0.666,1.5568964858165495,0,0
1,5,0.943980343980344,0.20327511289141603,0.677,1.510183718079069,0,0
1,6,0.9518044237485448,0.19385159488377834,0.7246,1.1048181010405653,0,0
1,7,0.9381377551020408,0.23407019823385258,0.098,2.3025850929840455,1,0
1,8,0.9244941105406221,0.2885676456739285,0.098,2.3025850929840455,1,0
1,9,0.9074333800841514,0.3429389019920698,0.5798,1.244616061532907,0,0
1,10,0.9189001848428835,0.2962164189319288,0.7373,0.964008973579946,0,0
1,11,0.942057942057942,0.2288462944578018,0.098,2.3025850929840455,1,0
1,12,0.9736118746564046,0.10170685699974441,0.098,2.3025850929840455,1,0
1,13,0.942998352553542,0.23696222715315668,0.7043,1.3307760411899092,0,0
1,14,0.9450990894483128,0.2300099039152402,0.6717,1.2830840629517866,0,0
1,15,0.9421828908554573,0.22258923846747625,0.5863,1.236812529382525,0,0
1,16,0.9263775971093045,0.29898112391100773,0.642,1.8291940817646648,0,0
1,17,0.9342857142857143,0.24639378291316633,0.098,2.3025850929840455,1,0
1,18,0.9361293859649122,0.22679808184797443,0.6385,1.253188585539495,0,0
1,19,0.9080745341614906,0.41468323103625426,0.5913,1.6093178701371638,0,0
2,0,0.912290299051787,0.30530905561788235,0.8626,0.45718163055461813,0,0
2,1,0.9380598925006399,0.21275802132783497,0.098,2.3025850929840455,1,0
2,2,0.9462163852407754,0.20718960930296815,0.5111,2.1313053775054107,0,0
2,3,0.9259140474663246,0.2928790486702551,0.7038,1.7458110545355336,0,0
2,4,0.9578446909667195,0.16573115308634687,0.6538,1.5865043194343738,0,0
2,5,0.9432432432432433,0.20610497660913132,0.6853,1.505426912540092,0,0
2,6,0.9518044237485448,0.19362159840182996,0.7142,1.1573652376177996,0,0
2,7,0.9394132653061225,0.2326508921221759,0.098,2.3025850929840455,1,0
2,8,0.9250981576562972,0.2879796797919862,0.098,2.3025850929840455,1,0
2,9,0.9053295932678822,0.34484973856359863,0.553,1.2941976980556238,0,0
2,10,0.9200554528650647,0.2971649851702601,0.7484,0.9378271608759412,0,0
2,11,0.9410589410589411,0.23010796998211105,0.098,2.3025850929840455,1,0
2,12,0.9747113798790544,0.10155776010946152,0.098,2.3025850929840455,1,0
2,13,0.9393739703459637,0.23764077470228662,0.703,1.3057897022148703,0,0
2,14,0.9426888055704339,0.23065979100482115,0.6737,1.2867372506419248,0,0
2,15,0.9421828908554573,0.21791155092845677,0.5779,1.2807272758738015,0,0
2,16,0.9209575429087624,0.2989305390012725,0.6384,1.8158207067251488,0,0
2,17,0.9285714285714286,0.244315405989903,0.098,2.3025850929840455,1,0
2,18,0.9375,0.22500254470523048,0.6455,1.2300123743294458,0,0
2,19,0.9043478260869565,0.41351370431122986,0.5777,1.6782133903106389,0,0
3,0,0.9141137855579868,0.30484616747885707,0.8623,0.4560224567678933,0,0
3,1,0.9431789096493474,0.20421004076989566,0.098,2.3025850929840455,1,0
3,2,0.9518449030644153,0.20604667428333165,0.5155,2.0822737298518668,0,0
3,3,0.9249518922386145,0.29436708960617675,0.7024,1.7221803618126714,0,0
3,4,0.9594294770206022,0.16552850550165712,0.665,1.5729802349155562,0,0
3,5,0.9434889434889435,0.2032939906115136,0.6724,1.5555958487705457,0,0
3,6,0.9520372526193248,0.19407749140488825,0.721,1.1627218614838206,0,0
3,7,0.9375,0.23212175785818087,0.098,2.3025850929840455,1,0
3,8,0.9244941105406221,0.2873370546760246,0.098,2.3025850929840455,1,0
3,9,0.9102384291725105,0.3460046126893781,0.5651,1.2637938503907304,0,0
3,10,0.9202865064695009,0.29942792432830256,0.7574,0.9140899805621983,0,0
3,11,0.9410589410589411,0.23099146490062916,0.098,2.3025850929840455,1,0
3,12,0.9749862561847169,0.10158578102990917,0.098,2.3025850929840455,1,0
3,13,0.9420098846787479,0.23930748987260186,0.7032,1.2643023217367528,0,0
3,14,0.9410819496518479,0.2293774107877825,0.6728,1.2726126486951088,0,0
3,15,0.9398230088495575,0.218448635512891,0.5753,1.274410769879329,0,0
3,16,0.928635953026197,0.2956775236949254,0.6412,1.8307647092202093,0,0
3,17,0.9314285714285714,0.24618082836401758,0.098,2.3025850929840455,1,0
3,18,0.9372258771929824,0.2272185033623472,0.6426,1.2441630502712424,0,0
3,19,0.8956521739130435,0.41420055542919454,0.5679,1.6537209782462003,0,0
4,0,0.9126549963530269,0.3050935091592956,0.8593,0.45849556978688444,0,0
4,1,0.9426670079344766,0.20571222037786707,0.098,2.3025850929840455,1,0
4,2,0.9443402126328956,0.20691121348621805,0.5155,2.0416390118128778,0,0
4,3,0.926555484284798,0.2909606691258677,0.7016,1.7359549424511382,0,0
4,4,0.9584786053882726,0.16478138642925416,0.6622,1.5583589735880057,0,0
